Name,Symbol,RIC,Type,NAME,COMPANY NAME,ICB INDUSTRY NAME
PHILLIP SING INCOME ETF,T:PSIE,PHII.SI,T:PSIE,PHILLIP SING INCOME ETF,NA,Financials
PRCL.S&P ETHI. ASPAC. DIV.ETF,T:CSD,CISA.SI,T:CSD,PRCL.S&P ETHI. ASPAC. DIV.ETF,NA,Financials
PRINCIPAL FTSE ASEAN 40 USD,T:FTAS,CFTS.SI,T:FTAS,PRINCIPAL FTSE ASEAN 40 USD,NA,Financials
SPDR STRAITS TIMES INDEX ETF,T:STIE,STTF.SI,T:STIE,SPDR STRAITS TIMES INDEX ETF,NA,Financials
TIANJIN ZHONGXIN PHARM. 'S',T:TIAN,TIAN.SI,T:TIAN,TIANJIN ZHONGXIN PHARM. 'S',TIANJIN ZHONG XIN PHARMACEUTICAL GROUP CORPORATION LIMITED,Health Care
UNITED SSE 50 CHINA ETF,T:UTSE,USCH.SI,T:UTSE,UNITED SSE 50 CHINA ETF,NA,Financials
XTRACKERS II SING. GVT. BND UCITS ETF 1C,T:DOBE,DCSX.SI,T:DOBE,XTRACKERS II SING. GVT. BND UCITS ETF 1C,NA,Financials
XTRACKERS MSCI (SES) CHINA UCITS 1C ETF,T:DCHI,DMCN.SI,T:DCHI,XTRACKERS MSCI (SES) CHINA UCITS 1C ETF,NA,Financials
XTRACKERS MSCI (SES) INDO.SWAP UCITS ETF 1C,T:DMIE,DMIN.SI,T:DMIE,XTRACKERS MSCI (SES) INDO.SWAP UCITS ETF 1C,NA,Financials
ALUM.CHIN.ADR 1:25 (SES),T:ACHS,ACH.SI,T:ACHS,ALUM.CHIN.ADR 1:25 (SES),ALUMINUM CORPORATION OF CHINA LIMITED,Basic Materials
CHIN.ETN.AIRL.SPN. (SES) ADR 'H' 1:50,T:CES,CEA.SI,T:CES,CHIN.ETN.AIRL.SPN. (SES) ADR 'H' 1:50,CHINA EASTERN AIRLINES CORPORATION LIMITED,Consumer Discretionary
CHINA STHN.AIRL.'H'(SES) SPN. ADR 1:50,T:ZNHS,ZNH.SI,T:ZNHS,CHINA STHN.AIRL.'H'(SES) SPN. ADR 1:50,CHINA SOUTHERN AIRLINES COMPANY LIMITED,Consumer Discretionary
CHINA UNIC.ADR 1:10(SES),T:CHUS,CHU.SI,T:CHUS,CHINA UNIC.ADR 1:10(SES),CHINA UNICOM (HONG KONG) LIMITED- ADR,Telecommunications
HSBC HDG.ADR 1:5 (SES),T:HBCS,HBC.SI,T:HBCS,HSBC HDG.ADR 1:5 (SES),HSBC HOLDINGS PLC,Financials
HUANENG PWR.'H' ADR(SES) 1:40,T:HNPS,HNP.SI,T:HNPS,HUANENG PWR.'H' ADR(SES) 1:40,HUANENG POWER INTERNATIONAL INCORPORATED,Utilities
ICBC CSOP FTSE CHS.(SES) GVT.BD IDX.ETF USD,T:ICF1,ICGB.SI,T:ICF1,ICBC CSOP FTSE CHS.(SES) GVT.BD IDX.ETF USD,NA,Financials
ISHARES J P MRGN. (SES) USD AI.CR.BD IDX ETF USD,T:DFSA,BRJP-D.SI,T:DFSA,ISHARES J P MRGN. (SES) USD AI.CR.BD IDX ETF USD,NA,Financials
ISHARES MSCI INDIA (SES) INDEX ETF USD,T:INDM,INDI-D.SI,T:INDM,ISHARES MSCI INDIA (SES) INDEX ETF USD,NA,Financials
ISHARES USD ASIA HY(SES) BOND ETF USD,T:HYBD,AHYG-D.SI,T:HYBD,ISHARES USD ASIA HY(SES) BOND ETF USD,NA,Financials
LION-OCBC SECS. (SES) CHIN.LDRS.ETF SGD,T:LOS2,LICH-D.SI,T:LOS2,LION-OCBC SECS. (SES) CHIN.LDRS.ETF SGD,NA,Financials
LION-OCBC SECS. (SES) HSNG.TECH ETF HKD,T:LOS1,LIHS.SI,T:LOS1,LION-OCBC SECS. (SES) HSNG.TECH ETF HKD,NA,Financials
LYXOR CHIN.ENTER. (SES) (HSCEI) UCITS ETF USD D,T:LCEU,LASI.SI,T:LCEU,LYXOR CHIN.ENTER. (SES) (HSCEI) UCITS ETF USD D,NA,Financials
LYXOR MSCI AC (SES) ASPAC.EX JAP.UCITS ETF U,T:LMAA,LAEJ.SI,T:LMAA,LYXOR MSCI AC (SES) ASPAC.EX JAP.UCITS ETF U,NA,Financials
LYXOR MSCI EMM. (SES) UCITS ETF ACC USD,T:LEMR,LLEM.SI,T:LEMR,LYXOR MSCI EMM. (SES) UCITS ETF ACC USD,NA,Financials
LYXOR MSCI INDIA (SES) UCITS ETF - ACC (USD),T:LMI,LINR.SI,T:LMI,LYXOR MSCI INDIA (SES) UCITS ETF - ACC (USD),NA,Financials
MITSUBISHI UFJ (SES) FINANCIAL GROUP ADS 1:1,T:MTUS,MTU.SI,T:MTUS,MITSUBISHI UFJ (SES) FINANCIAL GROUP ADS 1:1,MITSUBISHI UFJ FINANCIAL GROUP INCORPORATED,Financials
MIZUHO FINANCIAL (SES) GROUP 5 ADR 5:1,T:MFGS,MFG.SI,T:MFGS,MIZUHO FINANCIAL (SES) GROUP 5 ADR 5:1,MIZUHO FINANCIAL GROUP INC,Financials
NIKKOAM- (SES) STRAITSTRADING AI.EX JAP,T:NIKD,NIKK-D.SI,T:NIKD,NIKKOAM- (SES) STRAITSTRADING AI.EX JAP,NA,Financials
NIKKOAM-ICBCSG (SES) CHINA BOND ETF RMB,T:NIC2,NIIC-D1.SI,T:NIC2,NIKKOAM-ICBCSG (SES) CHINA BOND ETF RMB,NA,Financials
PETROCHINA SPN.ADR (SES) 1:100,T:PTRS,PTR.SI,T:PTRS,PETROCHINA SPN.ADR (SES) 1:100,PETROCHINA CO LTD,Energy
PHILLIP SGD MONEY (SES) MARKET ETF SGD,T:PSMM,PHSG-D.SI,T:PSMM,PHILLIP SGD MONEY (SES) MARKET ETF SGD,NA,Financials
PHILLIP SGX APAC (SES) DIV REIT ETF,T:PHI,PHIL-D.SI,T:PHI,PHILLIP SGX APAC (SES) DIV REIT ETF,NA,Financials
PRCL.S&P ETHI. (SES) ASPAC.DIV ETF USD,T:CIMB,CISA-D.SI,T:CIMB,PRCL.S&P ETHI. (SES) ASPAC.DIV ETF USD,NA,Financials
PRINCIPAL FTSE (SES) ASEAN 40 USD,T:CIAS,CFTS-D.SI,T:CIAS,PRINCIPAL FTSE (SES) ASEAN 40 USD,NA,Financials
SINOPEC SHANGHAI (SES) ADR 1:100,T:SHIS,SHI.SI,T:SHIS,SINOPEC SHANGHAI (SES) ADR 1:100,SINOPEC SHANGHAI PETROCHEMICAL COMPANY LIMITED,Basic Materials
SPDR DJ.INAG.ETF (SES) TST.,T:DIAS,SPDR.SI,T:DIAS,SPDR DJ.INAG.ETF (SES) TST.,NA,Financials
SPDR GOLD SHARES (SES),T:SPGS,SGLD-D.SI,T:SPGS,SPDR GOLD SHARES (SES),NA,Financials
SPDR GOLD SHARES (SES),T:STGS,SGLD.SI,T:STGS,SPDR GOLD SHARES (SES),NA,Financials
SPDR S&P 500 ETF (SES) TRUST,T:SPDR,SPY.SI,T:SPDR,SPDR S&P 500 ETF (SES) TRUST,SPDR S&P 500 ETF TRUST,Financials
TOYOTA MTR.ADR 1:2 (SES),T:TMSI,TM.SI,T:TMSI,TOYOTA MTR.ADR 1:2 (SES),TOYOTA MOTOR CORPORATION,Consumer Discretionary
XTRACKERS FTSE VTM.(SES) SWAP UCITS ETF 1C,T:DBFS,DFVT.SI,T:DBFS,XTRACKERS FTSE VTM.(SES) SWAP UCITS ETF 1C,NA,Financials
XTRACKERS MSCI (SES) CHINA UCITS 1C ETF,T:XMCU,DMCN-D.SI,T:XMCU,XTRACKERS MSCI (SES) CHINA UCITS 1C ETF,NA,Financials
XTRACKERS MSCI (SES) SINGAPORE UCITS ETF 1C,T:BDMZ,DSIN.SI,T:BDMZ,XTRACKERS MSCI (SES) SINGAPORE UCITS ETF 1C,NA,Financials
CAPITALAND,T:DBSL,CATL.SI^I21,T:DBSL,CAPITALAND DEAD - DELIST.21/09/21,CAPITALAND LIMITED,Real Estate
1ST SOFTWARE,T:ISOF,-,T:ISOF,1ST SOFTWARE DEAD - DELIST.06/10/08,1ST SOFTWARE CORPORATION LIMITED,Energy
ACCORDIA GOLF TRUST,T:ACCO,ACCO.SI^H21,T:ACCO,ACCORDIA GOLF TRUST DEAD - DELIST.18/08/21,ACCORDIA GOLF TRUST,Consumer Discretionary
ACE ACHIEVE INFOCOM,50709R,-,50709R,ACE ACHIEVE INFOCOM,ACE ACHIEVE INFOCOM LIMITED,NA
ACER COMPUTER INTL.(SES),356613,-,356613,ACER COMPUTER INTL.(SES) DEAD - 15/03/00,ACER COMPUTER INTERNATIONAL LTD.,Technology
ACTION ASIA,T:ACTI,ACTA.SI^J15,T:ACTI,ACTION ASIA DEAD - DELIST.06/10/15,ACTION ASIA LIMITED,Consumer Discretionary
ADAMPAK,T:ADAM,ADAM.SI^F12,T:ADAM,ADAMPAK DEAD - DELIST.29/06/12,ADAMPAK LTD,Industrials
ADVANCE MODULES GP.,T:ADMO,ADVM.SI^H09,T:ADMO,ADVANCE MODULES GP. DEAD - DELIST.03/08/09,ADVANCE MODULES GROUP LTD,Real Estate
ADVANCED INTEG.MNFG.,T:ADIM,ADVI.SI^E17,T:ADIM,ADVANCED INTEG.MNFG. DEAD - DELIST.29/05/17,ADVANCED INTEGRATED MANUFACTURING CORP LTD,Industrials
AGVA,T:AGVA,AGVA.SI^E09,T:AGVA,AGVA DEAD - DELIST.22/05/09,AGVA CORPORATION LTD,Consumer Discretionary
AIROCEAN GROUP,T:AIGR,-,T:AIGR,AIROCEAN GROUP DEAD - DELIST.12/12/06,AIROCEAN GROUP LIMITED,Industrials
ALEXANDRA HOLDINGS,T:ALEX,-,T:ALEX,ALEXANDRA HOLDINGS DEAD - 18/10/02,ALEXANDRA HOLDINGS LIMITED,Financials
ALLGREEN PROPS.,T:ALLG,AGRN.SI^H11,T:ALLG,ALLGREEN PROPS. DEAD - DELIST.25/08/11,ALLGREEN PROPERTIES LTD,Real Estate
ALLIANCE TECH.& DEV.,T:ALLT,-,T:ALLT,ALLIANCE TECH.& DEV. DEAD - DELIST.06/06/06,ALLIANCE TECHNOLOGY & DEVELOPMENT LTD,Consumer Discretionary
AMAL.PROPS.&INDS. (SES),997525,-,997525,AMAL.PROPS.&INDS. (SES),NA,Basic Materials
AMCOL HOLDINGS,T:AMCO,-,T:AMCO,AMCOL HOLDINGS DEAD - 18/07/1997,AMCOL HOLDINGS LTD.,Real Estate
AMTEK ENGINEERING,T:AMTK,-,T:AMTK,AMTEK ENGINEERING DEAD - DELIST.31/08/07,NA,Industrials
ANWELL TECHNOLOGIES,T:ANWL,ANTE.SI^B19,T:ANWL,ANWELL TECHNOLOGIES DEAD - DELIST.07/02/19,ANWELL TECHNOLOGIES LIMITED,Industrials
AQUA-TERRA SUPPLY,T:AQUA,AQUA.SI^E10,T:AQUA,AQUA-TERRA SUPPLY DEAD - DELIST.14/05/10,AQUA-TERRA SUPPLY COMPANY LIMITED,Energy
ARA ASSET MANAGEMENT,T:AAML,ARAM.SI^D17,T:AAML,ARA ASSET MANAGEMENT DEAD - DELIST.19/04/17,ARA ASSET MANAGEMENT LIMITED,Financials
ARMSTRONG INDUSTRIAL,T:ARMS,ARMS.SI^A14,T:ARMS,ARMSTRONG INDUSTRIAL DEAD - DELIST.06/01/14,ARMSTRONG INDUSTRIAL CORPORATION LIMITED,Industrials
ASA GROUP HDG.,T:ASCR,ASAC.SI^A11,T:ASCR,ASA GROUP HDG. DEAD - DELIST.26/01/11,ASA GROUP HOLDINGS LIMITED,Industrials
ASCENDAS HOSPITALITY REIT,T:ASHT,ASHP.SI^A20,T:ASHT,ASCENDAS HOSPITALITY REIT,ASCENDAS HOSPITALITY TRUST,Real Estate
ASCOTT GROUP,T:SCOT,-,T:SCOT,ASCOTT GROUP DEAD - DELIST.29/04/08,ASCOTT GROUP LIMITED (THE),Real Estate
ASE TEST LIMITED,32822P,-,32822P,ASE TEST LIMITED,ASE TEST LIMITED,NA
ASEAN SUPREME FUND (SES),887230,-,887230,ASEAN SUPREME FUND (SES) DEAD - DELIST.01/04/03,ASEAN SUPREME FUND LIMITED,Financials
ASIA DEKOR HDG.,T:ASDE,ADEK.SI^I09,T:ASDE,ASIA DEKOR HDG. DEAD - DELIST.28/09/09,ASIA DEKOR HOLDINGS LIMITED,Industrials
ASIA ENVIRONMENT HDG.,T:ENVI,ASEN.SI^K11,T:ENVI,ASIA ENVIRONMENT HDG. DEAD - DELIST.22/11/11,ASIA ENVIRONMENT HOLDINGS LTD,Utilities
ASIA FASHION HOLDINGS,T:QFF,ASFN.SI^I20,T:QFF,ASIA FASHION HOLDINGS DEAD - DELIST.30/09/20,ASIA FASHION HOLDINGS LIMITED,Consumer Discretionary
ASIA PACIFIC,T:ASPA,-,T:ASPA,ASIA PACIFIC DEAD - DEAD,ASIA PACIFIC BREWERIES LIMITED,NA
ASIA PACIFIC BREWS.,T:ASIA,APBB.SI^B13,T:ASIA,ASIA PACIFIC BREWS. DEAD - DELIST.22/02/13,ASIA PACIFIC BREWERIES LIMITED,Consumer Staples
ASIA POWER,T:ASPO,ASPW.SI^E14,T:ASPO,ASIA POWER DEAD - DELIST.28/05/14,ASIA POWER CORPORATION LIMITED,Utilities
ASJ HOLDINGS,T:ASJH,ASJH.SI^H14,T:ASJH,ASJ HOLDINGS DEAD - DELIST.25/08/14,ASJ HOLDINGS LIMITED,Consumer Discretionary
ATTILAN GROUP,T:INGR,ATTI.SI^J19,T:INGR,ATTILAN GROUP DEAD - DELIST.14/10/19,ATTILAN GROUP LTD,Financials
AURIC PACIFIC GROUP,T:GFAH,AURI.SI^D17,T:GFAH,AURIC PACIFIC GROUP DEAD - DELIST.17/04/17,AURIC PACIFIC GROUP LIMITED,Consumer Staples
AUSSINO GROUP,T:AUCO,AUSN.SI^B14,T:AUCO,AUSSINO GROUP DEAD - DELIST.03/02/14,AUSSINO GROUP LIMITED,Consumer Discretionary
AVIMO GROUP,T:AVIM,-,T:AVIM,AVIMO GROUP DEAD - DELIST.02/08/01,AVIMO GROUP LTD,Industrials
AYALA INTL.HOLDINGS,T:TLBL,-,T:TLBL,AYALA INTL.HOLDINGS DEAD - DELIST 03/06/02,AYALA INTERNATIONAL HOLDINGS LIMITED,Real Estate
AZTECH GROUP,T:AZTS,AZTS.SI^B17,T:AZTS,AZTECH GROUP DEAD - DELIST.21/02/17,AZTECH GROUP LIMITED,Technology
BERGER INTERNATIONAL,T:BEGR,BEGR.SI^B14,T:BEGR,BERGER INTERNATIONAL DEAD - DELIST.11/02/14,BERGER INTERNATIONAL LIMITED,Industrials
BEYONICS TECH.,T:URAC,BEYT.SI^B12,T:URAC,BEYONICS TECH. DEAD - DELIST.15/02/12,BEYONICS TECHNOLOGY LTD,Technology
BIOSENSORS INTL.GP.,T:BIGL,BIOS.SI^D16,T:BIGL,BIOSENSORS INTL.GP. DEAD - DELIST.20/04/16,BIOSENSORS INTERNATIONAL GROUP LTD,Health Care
BM MOBILITY,T:ZIWO,BMMO.SI^K20,T:ZIWO,BM MOBILITY DEAD - DELIST.12/11/20,BM MOBILITY LTD,Basic Materials
BOARDROOM,T:BOAR,BRRM.SI^H19,T:BOAR,BOARDROOM DEAD - DELIST.31/07/19,BOARDROOM LIMITED,Industrials
BREADTALK GROUP,T:BREA,BRET.SI^F20,T:BREA,BREADTALK GROUP DEAD - DELIST.05/06/20,BREADTALK GROUP LTD,Consumer Staples
BRILLIANT MNFG.,T:BRIL,-,T:BRIL,BRILLIANT MNFG. DEAD - DELIST.17/09/07,BRILLIANT MANUFACTURING LIMITED,Technology
BRITISH AMER.TOB.,T:BATS,-,T:BATS,BRITISH AMER.TOB. DEAD - 08/07/1999,BRITISH-AMERICAN TOBACCO CO (S) LTD,Consumer Staples
BROTHERS (HDG.),T:GAWG,BRRS.SI^I12,T:GAWG,BROTHERS (HDG.) DEAD - DELIST26/09/12,BROTHERS (HOLDINGS) LIMITED,Real Estate
C&G ENVIRONMENTAL PROTECTION HOLDINGS,T:CGTE,CGEP.SI^L19,T:CGTE,C&G ENVIRONMENTAL PROTECTION HOLDINGS,C&G ENVIRONMENTAL PROTECTION HOLDINGS LIMITED,Financials
CACOLA FURNITURE INTERNATIONAL,T:COLA,CACF.SI^B20,T:COLA,CACOLA FURNITURE INTERNATIONAL,CACOLA FURNITURE INTERNATIONAL LIMITED,Consumer Discretionary
CAPITALAND COML.TST.,T:CAPT,CACT.SI^K20,T:CAPT,CAPITALAND COML.TST. DEAD - DELIST.03/11/20,CAPITALAND COMMERCIAL TRUST,Real Estate
CAPITAMALLS ASIA,T:CMA,CMAL.SI^G14,T:CMA,CAPITAMALLS ASIA DEAD - DELIST.22/07/14,CAPITAMALLS ASIA LIMITED,Real Estate
CARATS,T:DAKD,CRAT.SI^C09,T:DAKD,CARATS DEAD - DELIST.09/03/09,CARATS LIMITED,Consumer Discretionary
CARNAUDMETALBOX ASIA,T:CMBC,-,T:CMBC,CARNAUDMETALBOX ASIA DEAD - 10/11/00,CARNAUDMETALBOX ASIA LIMITED,Consumer Discretionary
CEI,T:CEIC,CEII.SI^G21,T:CEIC,CEI DEAD - DELIST.06/07/21,CEI LTD,Technology
CELESTIAL NUTRIFOODS,T:CELE,CELE.SI^K18,T:CELE,CELESTIAL NUTRIFOODS DEAD - DELIST.01/11/18,CELESTIAL NUTRIFOODS LIMITED,Consumer Staples
CENTRAL PROPERTIES,T:CENP,-,T:CENP,CENTRAL PROPERTIES DEAD - DELIST.21/09/05,CENTRAL PROPERTIES LIMITED,Real Estate
CENTRALAND,T:CENT,CTLL.SI^K11,T:CENT,CENTRALAND DEAD - DELIST.11/11/11,CENTRALAND LIMITED,Real Estate
CEREBOS PACIFIC,T:CERB,CERE.SI^L12,T:CERB,CEREBOS PACIFIC DEAD - DELIST.14/12/12,CEREBOS PACIFIC LIMITED,Consumer Staples
CHANGTIAN PLAST.& CHM.,T:CPCL,CNGT.SI^J17,T:CPCL,CHANGTIAN PLAST.& CHM. DEAD - DELIST.30/10/17,CHANGTIAN PLASTIC & CHEMICAL LIMITED,Basic Materials
CHARTERED R,T:CHRR,-,T:CHRR,CHARTERED R DEAD - DELIST.01/10/02,NA,Technology
CHARTERED SEMICON.MNFG.,T:CHSE,CSMF.SI^L09,T:CHSE,CHARTERED SEMICON.MNFG. DEAD - DELIST.29/12/09,CHARTERED SEMICONDUCTOR MANUFACTURING LIMITED,Technology
CHEUNG WOH TECHS.,T:CHEO,CHWO.SI^H21,T:CHEO,CHEUNG WOH TECHS. DEAD - DELIST.03/08/21,CHEUNG WOH TECHNOLOGIES LIMITED,Technology
CHEVALIER SING.HOLDINGS,T:CHEV,-,T:CHEV,CHEVALIER SING.HOLDINGS DEAD - DELIST.11/06/03,CHEVALIER SINGAPORE HOLDINGS LIMITED,Industrials
CHIN.OILF.TECH.SVS.GP.,T:COTE,COFT.SI^H15,T:COTE,CHIN.OILF.TECH.SVS.GP. DEAD - DELIST.14/08/15,CHINA OILFIELD TECHNOLOGY SERVICES GROUP LIMITED,Energy
CHIN.PRINT.& DYE.HLDG.,T:CPRD,CPDH.SI^C10,T:CPRD,CHIN.PRINT.& DYE.HLDG. DEAD - DELIST.08/03/10,CHINA PRINTING & DYEING HOLDING LTD,Consumer Discretionary
CHIN.TAISAN TGP. HDG.,T:CTT,CTTG.SI^H20,T:CTT,CHIN.TAISAN TGP. HDG. DEAD - DELIST.21/08/20,CHINA TAISAN TECHNOLOGY GROUP HOLDINGS LIMITED,Consumer Discretionary
CHINA ANGEL FOOD,T:CAFL,CAFL.SI^C11,T:CAFL,CHINA ANGEL FOOD DEAD - DELIST.08/03/11,CHINA ANGEL FOOD PTE LTD,Consumer Staples
CHINA AUTO ELTN.GP.,T:CHTR,CHIN.SI^B17,T:CHTR,CHINA AUTO ELTN.GP. DEAD - DELIST.06/02/17,CHINA AUTO ELECTRONICS GROUP LIMITED,Telecommunications
CHINA DAIRY GP.,T:TSMR,CHDA.SI^F16,T:TSMR,CHINA DAIRY GP. DEAD - DELIST.13/06/16,CHINA DAIRY GROUP LIMITED,Consumer Staples
CHINA ENERGY,T:CHEN,CENR.SI^K14,T:CHEN,CHINA ENERGY DEAD - DELIST.20/11/14,CHINA ENERGY LTD,Energy
CHINA ENTERTAINMENT SPS.,51044M,-,51044M,CHINA ENTERTAINMENT SPS.,CHINA ENTERTAINMENT SPORTS LIMITED,NA
CHINA ESSENCE GROUP,T:CHES,CEGL.SI^B20,T:CHES,CHINA ESSENCE GROUP DEAD - DELIST.14/02/20,CHINA ESSENCE GROUP LTD,Consumer Staples
CHINA FARM EQUIPMENT,T:CFEL,CNFE.SI^B13,T:CFEL,CHINA FARM EQUIPMENT DEAD - DELIST.25/02/13,CHINA FARM EQUIPMENT LTD,Industrials
CHINA FLEX.PACK.HDG.,T:CFLX,CHFL.SI^J17,T:CFLX,CHINA FLEX.PACK.HDG. DEAD - DELIST.11/10/17,CHINA FLEXIBLE PACKAGING HOLDINGS LTD,Industrials
CHINA GAOXIAN FBFBR.HDG.,T:CGFF,CGXF.SI^A20,T:CGFF,CHINA GAOXIAN FBFBR.HDG. DEAD - DELIST.02/01/20,CHINA GAOXIAN FIBRE FABRIC HOLDINGS LIMITED,Basic Materials
CHINA GREAT LD.HDG.,T:CGLH,CHIG.SI^K20,T:CGLH,CHINA GREAT LD.HDG. DEAD - DELIST.20/11/20,CHINA GREAT LAND HOLDINGS LIMITED,Industrials
CHINA HONGCHENG HOLDINGS,T:CHHL,CHGH.SI^K16,T:CHHL,CHINA HONGCHENG HOLDINGS DEAD - DELIST.23/11/16,CHINA HONGCHENG HOLDINGS LIMITED,Consumer Discretionary
CHINA HONGXING SPS.,T:CHHS,CHXS.SI^J20,T:CHHS,CHINA HONGXING SPS. DEAD - DELIST.23/10/20,CHINA HONGXING SPORTS LTD,Consumer Discretionary
CHINA JISHAN HOLDINGS,T:JISH,CJIS.SI^K20,T:JISH,CHINA JISHAN HOLDINGS DEAD - DELIST.10/11/20,CHINA JISHAN HOLDINGS LIMITED,Basic Materials
CHINA MILK PRODUCTS GP.,T:CHMK,CHNM.SI^F16,T:CHMK,CHINA MILK PRODUCTS GP. DEAD - DELIST.13/06/16,CHINA MILK PRODUCTS GROUP LTD,Consumer Staples
CHINA MINZHONG FOOD,T:CMF,CMFC.SI^B17,T:CMF,CHINA MINZHONG FOOD DEAD - DELIST.28/02/17,CHINA MINZHONG FOOD CORPORATION LIMITED,Consumer Staples
CHINA MRCH.HDG.(PAC.),T:CHIE,CAEP.SI^H16,T:CHIE,CHINA MRCH.HDG.(PAC.) DEAD - DELIST.26/08/16,CHINA MERCHANTS HOLDINGS (PACIFIC) LIMITED,Real Estate
CHINA NORTH INDS. (SES),140585,-,140585,CHINA NORTH INDS. (SES) DEAD - 29/10/99,NA,Industrials
CHINA PAPER HOLDINGS,T:CHPA,CPHL.SI^E21,T:CHPA,CHINA PAPER HOLDINGS DEAD - DELIST.14/05/21,CHINA PAPER HOLDINGS LIMITED,Basic Materials
CHINA POWERPLUS,T:ZHON,CHPO.SI^I14,T:ZHON,CHINA POWERPLUS DEAD - DELIST.05/09/14,CHINA POWERPLUS LIMITED,Industrials
CHINA PRECN.TECH.,T:CHPR,CPRS.SI^A10,T:CHPR,CHINA PRECN.TECH. DEAD - DELIST.15/01/10,CHINA PRECISION TECHNOLOGY LTD,Technology
CHINA SKY CHEMICAL FIBRE,T:CSCF,CSKY.SI^F21,T:CSCF,CHINA SKY CHEMICAL FIBRE DEAD - DELIST.25/06/21,CHINA SKY CHEMICAL FIBRE CO LTD,Basic Materials
CHINA SPORTS INTL.,T:CSIL,CSIL.SI^E21,T:CSIL,CHINA SPORTS INTL. DEAD - DELIST.14/05/21,CHINA SPORTS INTERNATIONAL LIMITED,Consumer Discretionary
CHINA SUN BIO-CHEM TECH. GP.,T:CHSN,CSUN.SI^K18,T:CHSN,CHINA SUN BIO-CHEM TECH. GP.,CHINA SUN BIO-CHEM TECHNOLOGY GROUP COMPANY LTD,Basic Materials
CHINASING INV.HOLDINGS,T:CYTE,CSIH.SI^L16,T:CYTE,CHINASING INV.HOLDINGS DEAD - DELIST.06/12/16,CHINASING INVESTMENT HOLDINGS LIMITED,Technology
CHIWAYLAND INTERNATIONAL,T:RHET,CWGI.SI^D18,T:RHET,CHIWAYLAND INTERNATIONAL DEAD - DELIST.26/04/18,CWG INTERNATIONAL LTD,Energy
CHOSEN HOLDINGS,T:CHOS,CHOS.SI^L15,T:CHOS,CHOSEN HOLDINGS DEAD - DELIST.02/12/15,CHOSEN HOLDINGS LTD,Industrials
CHT (HDG.),T:CHTH,CHTH.SI^C12,T:CHTH,CHT (HDG.) DEAD - DELIST.30/03/12,CHT (HOLDINGS) LTD,Consumer Staples
CHUAN SOON HUAT INDL.GP.,T:CHUA,CSHI.SI^D10,T:CHUA,CHUAN SOON HUAT INDL.GP. DEAD - DELIST.01/04/10,CHUAN SOON HUAT INDUSTRIAL GROUP LIMITED,Consumer Discretionary
CHUNGHONG HOLDINGS,T:CHLD,CHNG.SI^J09,T:CHLD,CHUNGHONG HOLDINGS DEAD - DELIST.02/10/09,CHUNGHONG HOLDINGS LIMITED,Technology
CIH,T:CLIP,-,T:CLIP,CIH DEAD - DELIST.05/10/06,CIH LIMITED,Technology
CITIC ENVIROTECH,T:UENV,CITI.SI^A20,T:UENV,CITIC ENVIROTECH DEAD - DELIST.23/01/20,CITIC ENVIROTECH LTD,Utilities
CITYNEON HOLDINGS,T:CNHL,CNHL.SI^B19,T:CNHL,CITYNEON HOLDINGS DEAD - DELIST.31/01/19,CITYNEON HOLDINGS LTD,Industrials
CK TANG,T:CKTG,CKTS.SI^H09,T:CKTG,CK TANG DEAD - DELIST.24/08/09,C.K. TANG LIMITED,Consumer Discretionary
CMZ HOLDINGS,T:CMZH,CMZH.SI^D12,T:CMZH,CMZ HOLDINGS DEAD - DELIST 09/04/12,CMZ HOLDINGS LIMITED.,Consumer Discretionary
CNA GROUP,T:CNAG,CNGR.SI^A20,T:CNAG,CNA GROUP DEAD - DELIST.16/01/20,CNA GROUP LIMITED,Technology
COGENT HOLDINGS,T:COGE,COGH.SI^C18,T:COGE,COGENT HOLDINGS DEAD - DELIST.07/03/18,COGENT HOLDINGS LIMITED,Industrials
COMFORT GROUP,T:COMF,-,T:COMF,COMFORT GROUP DEAD - MERGER-26907P,COMFORT GROUP LIMITED,Industrials
COURTS (SINGAPORE),T:CRTS,-,T:CRTS,COURTS (SINGAPORE) DEAD - DELIST.12/12/08,COURTS (SINGAPORE) LIMITED,Consumer Discretionary
COURTS ASIA,T:CAL,COUR.SI^E19,T:CAL,COURTS ASIA DEAD - DELIST.02/05/19,COURTS ASIA LTD,Consumer Discretionary
CREATIVE MSTR.BER.,T:CRMS,CREM.SI^B13,T:CRMS,CREATIVE MSTR.BER. DEAD - DELIST.24/04/12,CREATIVE MASTER BERMUDA LTD,Consumer Discretionary
CROESUS RETAIL TRUST,T:CROE,CROE.SI^J17,T:CROE,CROESUS RETAIL TRUST DEAD - DELIST.25/10/17,CROESUS RETAIL TRUST,Real Estate
CRYSTAL TRUST,T:KGRE,CRYS.SI^E15,T:KGRE,CRYSTAL TRUST DEAD - DELIST.27/05/15,CRYSTAL TRUST,Utilities
CSA HOLDINGS,T:CSAH,-,T:CSAH,CSA HOLDINGS DEAD - DELIST.18/10/05,CSA HOLDINGS LTD,Technology
CWT,T:CWTD,CWTD.SI^L17,T:CWTD,CWT DEAD - DELIST.17/12/17,CWT LIMITED,Industrials
